Ranking;Título;Plataforma;Nota;Descripción;Desarrollador;Productora;Genero;Fecha_lanzamiento;Año_lanzamiento;URL
601;Metro 2033 Redux;PC;8,67;Metro 2033 Redux Género/s: Shooter en primera persona / Survival Horror Plataformas: Ficha técnica de la versión PS4 Más información Fecha de lanzamiento: 27/8/2014 Desarrollo: 4A Games Producción: Deep Silver Distribución: PlayStation Store Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: No Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 8.02 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Metro 2033 Redux para PlayStation 4 25 votos Se añadirá al ranking en la próxima actualización diaria.;4A Games;Deep Silver;Shooter en primera persona / Survival Horror;27/8/2014;2014;https://vandal.elespanol.com/juegos/ps4/metro-2033-redux/27260#p-13
602;Spider-Man: Remastered;PC;8,67;Spider-Man Género/s: Aventura de acción / Beat'em up / Mundo abierto Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 87 Según 116 críticas Fecha de lanzamiento : 7/9/2018 Desarrollo: Insomniac Games Producción: Sony Distribución: Sony Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: - COMUNIDAD 8.73 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Spider-Man para PlayStation 4 237 votos #34 en el ranking de PlayStation 4 . #74 en el ranking global .;Insomniac Games;Sony;Aventura de acción / Beat'em up / Mundo abierto;7/9/2018;2018;https://vandal.elespanol.com/juegos/ps4/spiderman/39844#p-13
603;Psychonauts 2;XBOne;8,67;Psychonauts 2 Género/s: Plataformas 3D / Plataformas Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 87 Según 7 críticas Fecha de lanzamiento: 25/8/2021 Desarrollo: Double Fine Productions Producción: Xbox Game Studios Distribución: PlayStation Network Precio: 59,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC COMUNIDAD 8.87 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Psychonauts 2 para PlayStation 4 11 votos #47 en el ranking de PlayStation 4 . #87 en el ranking global .;Double Fine Productions;Xbox Game Studios;Plataformas 3D / Plataformas;25/8/2021;2021;https://vandal.elespanol.com/juegos/ps4/psychonauts-2/34856#p-79
604;FIFA 17;XBOne;8,67;FIFA 17 Género/s: Deportes / Fútbol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 85 Según 42 críticas Fecha de lanzamiento: 29/9/2016 Desarrollo: Electronic Arts Producción: Electronic Arts Distribución: Electronic Arts Precio: 69,99  Jugadores: 1-4 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Trofeos Estadísticas PSN COMUNIDAD 7.65 Seguir - 10 9 8 7 6 5 4 3 2 1 0 FIFA 17 para PlayStation 4 55 votos #75 en el ranking de PlayStation 4 . #117 en el ranking global .;Electronic Arts;Electronic Arts;Deportes / Fútbol;29/9/2016;2016;https://vandal.elespanol.com/juegos/ps4/fifa-17/39030#p-79
605;Hellblade: Senua's Sacrifice;XBOne;8,67;Hellblade: Senua's Sacrifice Género/s: Aventura de acción Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 7.8 81 Según 68 críticas Fecha de lanzamiento: 8/8/2017 Desarrollo: Ninja Theory Producción: Ninja Theory Distribución: PlayStation Store Precio: 29,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 7.57 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Hellblade: Senua's Sacrifice para PlayStation 4 61 votos #129 en el ranking de PlayStation 4 . #173 en el ranking global .;Ninja Theory;Ninja Theory;Aventura de acción;8/8/2017;2017;https://vandal.elespanol.com/juegos/ps4/hellblade-senuas-sacrifice/25566#p-79
606;Torchlight II;PC;8,66;Torchlight II Género/s: Action-RPG / Hack and Slash Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 88 Según 67 críticas Fecha de lanzamiento: 20/9/2012 Desarrollo: Runic Games Producción: Runic Games Distribución: Steam Precio: 18,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: - Online: Sí Requisitos PC Trucos PC Logros Estadísticas Steam COMUNIDAD 8.18 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Torchlight II para Ordenador 29 votos #72 en el ranking de Ordenador . #89 en el ranking global .;Runic Games;Runic Games;Action-RPG / Hack and Slash;20/9/2012;2012;https://vandal.elespanol.com/juegos/pc/torchlight-ii/13026#p-13
607;F1 2012;PC;8,66;F1 2012 Género/s: Deportes / Monoplazas Plataformas: Ficha técnica de la versión PS3 Más información ANÁLISIS 8.5 81 Según 23 críticas Fecha de lanzamiento: 21/9/2012 Desarrollo: Codemasters Birmingham Producción: Codemasters Distribución: Namco Bandai Precio: 65,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC Trucos PS3 Trofeos Estadísticas PSN COMUNIDAD 8.28 Seguir - 10 9 8 7 6 5 4 3 2 1 0 F1 2012 para PlayStation 3 17 votos #92 en el ranking de PlayStation 3 .;Codemasters Birmingham;Codemasters;Deportes / Monoplazas;21/9/2012;2012;https://vandal.elespanol.com/juegos/ps3/f1-2012/15704#p-13
608;Football Manager 2014;PC;8,66;Football Manager 2014 Género/s: Fútbol / Manager Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.3 85 Según 41 críticas Fecha de lanzamiento: 1/11/2013 Desarrollo: Sports Interactive Producción: Sega Distribución: Steam Precio: 39,95  Jugadores: 1 Formato: DVD Textos: Español Voces: No Online: Sí Logros Estadísticas Steam COMUNIDAD 8.19 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Football Manager 2014 para Ordenador 9 votos Insuficientes votos para figurar en los rankings.;Sports Interactive;Sega;Fútbol / Manager;1/11/2013;2013;https://vandal.elespanol.com/juegos/pc/football-manager-2014/21927#p-13
609;Hollow Knight;PC;8,66;Hollow Knight Género/s: Hack and Slash / Metroidvania / Plataformas 2D Plataformas: Cancelado en WiiU Ficha técnica de la versión PC Más información ANÁLISIS 8 87 Según 27 críticas Fecha de lanzamiento : 24/2/2017 Desarrollo: Team Cherry Producción: Team Cherry Distribución: Steam Precio: 14,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: Inglés Online: No Requisitos PC Logros Estadísticas Steam COMUNIDAD 9.28 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Hollow Knight para Ordenador 58 votos #72 en el ranking de Ordenador . #89 en el ranking global .;Team Cherry;Team Cherry;Hack and Slash / Metroidvania / Plataformas 2D;24/2/2017;2017;https://vandal.elespanol.com/juegos/pc/hollow-knight/27595#p-13
610;Naruto Shippuden: Ultimate Ninja Storm 4;PC;8,66;Naruto Shippuden: Ultimate Ninja Storm 4 Género/s: Lucha 3D / Lucha Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 79 Según 60 críticas Fecha de lanzamiento: 5/2/2016 Desarrollo: CyberConnect2 Producción: Bandai Namco Distribución: Bandai Namco Precio: 69,95  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: Inglés/Japonés Online: Sí Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 8.26 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Naruto Shippuden: Ultimate Ninja Storm 4 para PlayStation 4 95 votos #91 en el ranking de PlayStation 4 . #134 en el ranking global .;CyberConnect2;Bandai Namco;Lucha 3D / Lucha;5/2/2016;2016;https://vandal.elespanol.com/juegos/ps4/naruto-shippuden-ultimate-ninja-storm-4/27527#p-13
611;Yakuza 0;PC;8,66;Yakuza 0 Género/s: Acción / Mundo abierto Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 85 Según 87 críticas Fecha de lanzamiento: 24/1/2017 Desarrollo: Sega Producción: Sega Distribución: Koch Media Precio: 49,95  Jugadores: 1 Formato: Blu-ray Textos: Inglés Voces: Japonés Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 8.71 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Yakuza 0 para PlayStation 4 49 votos #57 en el ranking de PlayStation 4 . #98 en el ranking global .;Sega;Sega;Acción / Mundo abierto;24/1/2017;2017;https://vandal.elespanol.com/juegos/ps4/yakuza-0/25093#p-13
612;Mario Kart 7;3DS;8,66;Mario Kart 7 Género/s: Velocidad Plataformas: Ficha técnica de la versión Nintendo 3DS Más información ANÁLISIS 9.2 85 Según 73 críticas Fecha de lanzamiento: 2/12/2011 Desarrollo: Nintendo Producción: Nintendo Distribución: Nintendo Precio: 45,95  Jugadores: 1-8 Formato: Tarjeta Textos: Español Voces: Inglés Online: hasta 8 jugadores Trucos Nintendo 3DS COMUNIDAD 8.29 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Mario Kart 7 para Nintendo 3DS 293 votos #21 en el ranking de Nintendo 3DS . #89 en el ranking global .;Nintendo;Nintendo;Velocidad;2/12/2011;2011;https://vandal.elespanol.com/juegos/3ds/mario-kart-7/12770#p-47
613;Guacamelee! PSN;PSVITA;8,66;Guacamelee! PSN Género/s: Beat'em up / Metroidvania / PS Network / Plataformas 2D Plataformas: Ficha técnica de la versión PS3 Más información ANÁLISIS 9 84 Según 51 críticas Fecha de lanzamiento: 10/4/2013 Desarrollo: DrinkBox Studios Producción: DrinkBox Studios Distribución: PlayStation Store Precio: 12,99  Jugadores: 1-2 Formato: Descarga Textos: Español Voces: No Online: Sí Trucos PS3 Trofeos Estadísticas PSN COMUNIDAD 8.16 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Guacamelee! PSN para PlayStation 3 25 votos #69 en el ranking de PlayStation 3 .;DrinkBox Studios;DrinkBox Studios;Beat'em up / Metroidvania / PS Network / Plataformas 2D;10/4/2013;2013;https://vandal.elespanol.com/juegos/ps3/guacamelee-psn/16102#p-61
614;Dark Souls II: Scholar of the First Sin;PS4;8,66;Dark Souls II: Scholar of the First Sin Género/s: Action-RPG / Hack and Slash / Tipo Souls Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.2 87 Según 42 críticas Fecha de lanzamiento: 3/4/2015 Desarrollo: FromSoftware Producción: Bandai Namco Distribución: Bandai Namco Precio: 49,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés Online: Sí Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 8.1 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Dark Souls II: Scholar of the First Sin para PlayStation 4 80 votos #48 en el ranking de PlayStation 4 . #89 en el ranking global .;FromSoftware;Bandai Namco;Action-RPG / Hack and Slash / Tipo Souls;3/4/2015;2015;https://vandal.elespanol.com/juegos/ps4/dark-souls-ii-scholar-of-the-first-sin/27052#p-73
615;What Remains of Edith Finch;PS4;8,66;What Remains of Edith Finch Género/s: Walking Simulator Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 88 Según 65 críticas Fecha de lanzamiento: 25/4/2017 Desarrollo: Giant Sparrow Producción: Annapurna Interactive Distribución: PlayStation Network Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 8.2 Seguir - 10 9 8 7 6 5 4 3 2 1 0 What Remains of Edith Finch para PlayStation 4 20 votos #48 en el ranking de PlayStation 4 . #89 en el ranking global .;Giant Sparrow;Annapurna Interactive;Walking Simulator;25/4/2017;2017;https://vandal.elespanol.com/juegos/ps4/what-remains-of-edith-finch/27391#p-73
616;Ni no Kuni: La ira de la Bruja Blanca;Switch;8,66;Ni no Kuni: La ira de la Bruja Blanca Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PS3 Más información ANÁLISIS 9.5 85 Según 89 críticas Fecha de lanzamiento: 1/2/2013 Desarrollo: Level-5 Producción: Level-5 Distribución: Namco Bandai Precio: 64,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Inglés/Japonés Online: No Trucos PS3 Trofeos Estadísticas PSN COMUNIDAD 8.73 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ni no Kuni: La ira de la Bruja Blanca para PlayStation 3 218 votos #37 en el ranking de PlayStation 3 .;Level-5;Level-5;JRPG / Rol;1/2/2013;2013;https://vandal.elespanol.com/juegos/ps3/ni-no-kuni-la-ira-de-la-bruja-blanca/12853#p-83
617;Supreme Commander;PC;8,65;Supreme Commander Género/s: Estrategia en tiempo real / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.6 86 Según 44 críticas Fecha de lanzamiento: 16/2/2007 Desarrollo: Gas Powered Games Producción: THQ Distribución: THQ Precio: 49.95  Jugadores: 1-Online Formato: 1 DVD Textos: Español Voces: Español Online: Juego Online Requisitos PC Trucos PC Estadísticas Steam COMUNIDAD 7.77 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Supreme Commander para Ordenador 19 votos #73 en el ranking de Ordenador . #90 en el ranking global .;Gas Powered Games;THQ;Estrategia en tiempo real / Estrategia;16/2/2007;2007;https://vandal.elespanol.com/juegos/pc/supreme-commander/4873#p-13
618;Guild Wars: Factions;PC;8,65;Guild Wars: Factions Género/s: MMORPG Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 84 Según 39 críticas Fecha de lanzamiento: 28/4/2006 Desarrollo: Arenanet Producción: NCSoft Distribución: Friendware Precio: 44.95  Jugadores: Masivo Online Formato: 2 CDs Textos: Español Voces: Español Online: Masivo Online Requisitos PC Estadísticas Steam COMUNIDAD 8.58 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Guild Wars: Factions para Ordenador 22 votos #73 en el ranking de Ordenador . #90 en el ranking global .;Arenanet;NCSoft;MMORPG;28/4/2006;2006;https://vandal.elespanol.com/juegos/pc/guild-wars-factions/5212#p-13
619;Defcon;PC;8,65;Defcon Género/s: Estrategia en tiempo real / Estrategia Plataformas: También en: NDS Ficha técnica de la versión PC Más información ANÁLISIS 8.9 84 Según 36 críticas Fecha de lanzamiento: 29/9/2006 Desarrollo: Introversion Software Producción: Introversion Software Distribución: Steam Precio: 9,75  Jugadores: 1-Online Formato: Descarga Textos: Español Voces: - Online: Sí Requisitos PC Logros Estadísticas Steam COMUNIDAD 7 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Defcon para Ordenador 2 votos Insuficientes votos para figurar en los rankings.;Introversion Software;Introversion Software;Estrategia en tiempo real / Estrategia;29/9/2006;2006;https://vandal.elespanol.com/juegos/pc/defcon/6269#p-13
620;Company Of Heroes: Opposing Fronts;PC;8,65;Company Of Heroes: Opposing Fronts Género/s: Estrategia en tiempo real / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.9 87 Según 36 críticas Fecha de lanzamiento: 26/9/2007 Desarrollo: Relic Entertainment Producción: THQ Distribución: THQ España Precio: 34,95  Jugadores: 1-8 Formato: PC DVD Textos: Español Voces: Español Online: Sí Requisitos PC Estadísticas Steam COMUNIDAD 8.35 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Company Of Heroes: Opposing Fronts para Ordenador 10 votos #73 en el ranking de Ordenador . #90 en el ranking global .;Relic Entertainment;THQ;Estrategia en tiempo real / Estrategia;26/9/2007;2007;https://vandal.elespanol.com/juegos/pc/company-of-heroes-opposing-fronts/6993#p-13
621;Football Manager 2008;PC;8,65;Football Manager 2008 Género/s: Fútbol / Manager Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.3 Fecha de lanzamiento: 26/10/2007 Desarrollo: Sports Interactive Producción: Sega Distribución: Sega Precio: 19.95  Formato: 1 DVD Textos: Español Estadísticas Steam COMUNIDAD 8.01 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Football Manager 2008 para Ordenador 12 votos #73 en el ranking de Ordenador . #90 en el ranking global .;Sports Interactive;Sega;Fútbol / Manager;26/10/2007;2007;https://vandal.elespanol.com/juegos/pc/football-manager-2008/7588#p-13
622;Crysis Warhead;PC;8,65;Crysis Warhead Género/s: Shooter en primera persona Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.4 84 Según 56 críticas Fecha de lanzamiento: 18/9/2008 Desarrollo: CryTek Budapest Producción: Crytek Distribución: Electronic Arts Precio: 29,95  Jugadores: 1-32 Formato: 2 DVD Textos: Español Voces: Español Online: Competitivo Requisitos PC Estadísticas Steam COMUNIDAD 8.17 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Crysis Warhead para Ordenador 32 votos #73 en el ranking de Ordenador . #90 en el ranking global .;CryTek Budapest;Crytek;Shooter en primera persona;18/9/2008;2008;https://vandal.elespanol.com/juegos/pc/crysis-warhead/8974#p-13
623;Tales from the Borderlands - Episodio 1: Zer0 Sum;PC;8,65;Tales from the Borderlands - Episodio 1: Zer0 Sum Género/s: Aventura Gráfica / Aventura narrativa Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.9 84 Según 43 críticas Fecha de lanzamiento : 16/2/2021 Desarrollo: Telltale Games Producción: 2K Games Distribución: Steam Precio: 19.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 9.07 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Tales from the Borderlands - Episodio 1: Zer0 Sum para Ordenador 4 votos Insuficientes votos para figurar en los rankings.;Telltale Games;2K Games;Aventura Gráfica / Aventura narrativa;16/2/2021;2021;https://vandal.elespanol.com/juegos/pc/tales-from-the-borderlands-episodio-1-zer0-sum/22968#p-13
624;Dishonored 2;PC;8,65;Dishonored 2 Género/s: Aventura de acción / Sigilo Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.2 88 Según 62 críticas Fecha de lanzamiento: 11/11/2016 Desarrollo: Arkane Studios Producción: Bethesda Softworks Distribución: Koch Media Precio: 64,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 8.34 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Dishonored 2 para PlayStation 4 37 votos #37 en el ranking de PlayStation 4 . #77 en el ranking global .;Arkane Studios;Bethesda Softworks;Aventura de acción / Sigilo;11/11/2016;2016;https://vandal.elespanol.com/juegos/ps4/dishonored-2/25277#p-13
625;The Talos Principle 2;PC;8,65;The Talos Principle 2 Género/s: Aventura de exploración y puzles / Puzle Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.5 88 Según 46 críticas Fecha de lanzamiento: 2/11/2023 Desarrollo: Croteam Producción: Devolver Digital Distribución: Steam Precio: 28.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 9.83 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Talos Principle 2 para Ordenador 3 votos Insuficientes votos para figurar en los rankings.;Croteam;Devolver Digital;Aventura de exploración y puzles / Puzle;2/11/2023;2023;https://vandal.elespanol.com/juegos/pc/the-talos-principle-2/39248#p-13
626;Thronebreaker: The Witcher Tales;PC;8,65;Thronebreaker: The Witcher Tales Género/s: Action-RPG / Aventura / Cartas coleccionables (Card Battle) Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 79 Según 7 críticas Fecha de lanzamiento: 4/12/2018 Desarrollo: CD Projekt Red Producción: CD Projekt Red Distribución: PlayStation Store Precio: 26,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: - Requisitos PC COMUNIDAD 7.52 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Thronebreaker: The Witcher Tales para PlayStation 4 3 votos Insuficientes votos para figurar en los rankings.;CD Projekt Red;CD Projekt Red;Action-RPG / Aventura / Cartas coleccionables (Card Battle);4/12/2018;2018;https://vandal.elespanol.com/juegos/ps4/thronebreaker-the-witcher-tales/64944#p-13
