Ranking;Título;Plataforma;Nota;Descripción;Desarrollador;Productora;Genero;Fecha_lanzamiento;Año_lanzamiento;URL
564;KILL KNIGHT;PC;8,69;KILL KNIGHT Género/s: Shooter en tercera persona Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.6 88 Según 8 críticas Fecha de lanzamiento: 2/10/2024 Desarrollo: PlaySide Producción: PlaySide Distribución: Steam Precio: 14.79  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD - Seguir - 10 9 8 7 6 5 4 3 2 1 0 KILL KNIGHT para Ordenador Sin votos Insuficientes votos para figurar en los rankings.;PlaySide;PlaySide;Shooter en tercera persona;2/10/2024;2024;https://vandal.elespanol.com/juegos/pc/kill-knight/166634#p-13
565;Anno 117: Pax Romana;PC;8,69;Anno 117: Pax Romana Género/s: Construir ciudades / Estrategia en tiempo real Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 9 83 Según 12 críticas Fecha de lanzamiento: 13/11/2025 Desarrollo: Ubisoft Producción: Ubisoft Precio: 59.99  Jugadores: 1-16 Formato: Descarga Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD - Seguir - 10 9 8 7 6 5 4 3 2 1 0 Anno 117: Pax Romana para PlayStation 5 Sin votos Insuficientes votos para figurar en los rankings.;Ubisoft;Ubisoft;Construir ciudades / Estrategia en tiempo real;13/11/2025;2025;https://vandal.elespanol.com/juegos/ps5/anno-117-pax-romana/171687#p-13
566;Ninja Gaiden: Ragebound;PC;8,69;Ninja Gaiden: Ragebound Género/s: Aventura de acción / Plataformas 2D Plataformas: Ficha técnica de la versión PS5 Más información ANÁLISIS 9 84 Según 28 críticas Fecha de lanzamiento: 31/7/2025 Desarrollo: The Game Kitchen Producción: DotEmu Distribución: PlayStation Store Precio: 24.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD 8 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ninja Gaiden: Ragebound para PlayStation 5 1 votos Insuficientes votos para figurar en los rankings.;The Game Kitchen;DotEmu;Aventura de acción / Plataformas 2D;31/7/2025;2025;https://vandal.elespanol.com/juegos/ps5/ninja-gaiden-ragebound/188888#p-13
567;El Profesor Layton vs. Phoenix Wright: Ace Attorney;3DS;8,69;El Profesor Layton vs. Phoenix Wright: Ace Attorney Género/s: Novela visual / Puzle Plataformas: Ficha técnica de la versión Nintendo 3DS Más información ANÁLISIS 9.3 79 Según 69 críticas Fecha de lanzamiento: 28/3/2014 Desarrollo: Level-5 Producción: Level-5 Distribución: Nintendo Precio: 44,95  Jugadores: 1 Formato: Tarjeta Textos: Español Voces: Español Online: Sí COMUNIDAD 8.88 Seguir - 10 9 8 7 6 5 4 3 2 1 0 El Profesor Layton vs. Phoenix Wright: Ace Attorney para Nintendo 3DS 66 votos #20 en el ranking de Nintendo 3DS . #86 en el ranking global .;Level-5;Level-5;Novela visual / Puzle;28/3/2014;2014;https://vandal.elespanol.com/juegos/3ds/el-profesor-layton-vs-phoenix-wright-ace-attorney/13342#p-47
568;Night in the Woods;PS4;8,69;Night in the Woods Género/s: Aventura de exploración y puzles / Aventura Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.7 87 Según 15 críticas Fecha de lanzamiento: 28/2/2017 Desarrollo: Infinite Fall Producción: Finji Games Distribución: PlayStation Network Precio: 23,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: No Online: No Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 9.14 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Night in the Woods para PlayStation 4 3 votos Insuficientes votos para figurar en los rankings.;Infinite Fall;Finji Games;Aventura de exploración y puzles / Aventura;28/2/2017;2017;https://vandal.elespanol.com/juegos/ps4/night-in-the-woods/29171#p-73
569;Titanfall 2;PS4;8,69;Titanfall 2 Género/s: Shooter en primera persona / Shooter multijugador Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 89 Según 61 críticas Fecha de lanzamiento: 28/10/2016 Desarrollo: Respawn Entertainment Producción: Electronic Arts Distribución: Electronic Arts Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 8.19 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Titanfall 2 para PlayStation 4 55 votos #46 en el ranking de PlayStation 4 . #86 en el ranking global .;Respawn Entertainment;Electronic Arts;Shooter en primera persona / Shooter multijugador;28/10/2016;2016;https://vandal.elespanol.com/juegos/ps4/titanfall-2/30023#p-73
570;Chained Echoes;PS4;8,69;Chained Echoes Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.7 91 Según 14 críticas Fecha de lanzamiento : 8/12/2022 Desarrollo: Matthias Linda Producción: Deck13 Distribución: Steam Precio: 24,99  Jugadores: 1 Formato: Descarga Textos: Inglés Voces: - Online: - Requisitos PC Logros Estadísticas Steam COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Chained Echoes para Ordenador 1 votos Insuficientes votos para figurar en los rankings.;Matthias Linda;Deck13;JRPG / Rol;8/12/2022;2022;https://vandal.elespanol.com/juegos/pc/chained-echoes/71256#p-73
571;F1 2020;PS4;8,69;F1 2020 Género/s: Carreras simulación / Monoplazas Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.8 86 Según 44 críticas Fecha de lanzamiento: 10/7/2020 Desarrollo: Codemasters Producción: Codemasters Distribución: Koch Media Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC COMUNIDAD 10 Seguir - 10 9 8 7 6 5 4 3 2 1 0 F1 2020 para PlayStation 4 1 votos Insuficientes votos para figurar en los rankings.;Codemasters;Codemasters;Carreras simulación / Monoplazas;10/7/2020;2020;https://vandal.elespanol.com/juegos/ps4/f1-2020/84152#p-73
572;Marvel vs. Capcom Fighting Collection: Arcade Classics;PS4;8,69;Marvel vs. Capcom Fighting Collection: Arcade Classics Género/s: Compilacion / Lucha 2D Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.7 87 Según 37 críticas Fecha de lanzamiento: 11/9/2024 Desarrollo: Capcom Producción: Capcom Distribución: PlayStation Store Precio: 49.99  Jugadores: 1-2 Formato: Descarga Textos: Español Voces: Español Online: Sí Requisitos PC COMUNIDAD 10 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Marvel vs. Capcom Fighting Collection: Arcade Classics para PlayStation 4 2 votos Insuficientes votos para figurar en los rankings.;Capcom;Capcom;Compilacion / Lucha 2D;11/9/2024;2024;https://vandal.elespanol.com/juegos/ps4/marvel-vs-capcom-fighting-collection-arcade-classics/172469#p-73
573;Destiny 2;XBOne;8,69;Destiny 2 Género/s: Shooter en primera persona / Shooter multijugador Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.8 85 Según 95 críticas Fecha de lanzamiento: 6/9/2017 Desarrollo: Bungie Producción: Activision Distribución: Activision Precio: 69,99  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 7.62 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Destiny 2 para PlayStation 4 61 votos #82 en el ranking de PlayStation 4 . #125 en el ranking global .;Bungie;Activision;Shooter en primera persona / Shooter multijugador;6/9/2017;2017;https://vandal.elespanol.com/juegos/ps4/destiny-2/26589#p-79
574;Killer Instinct Season 2;XBOne;8,69;Killer Instinct Season 2 Género/s: Lucha 2D / Lucha Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 8.9 85 Según 6 críticas Fecha de lanzamiento: 23/9/2014 Desarrollo: Double Helix Producción: Microsoft Studios Distribución: Xbox Store Precio: 39,99  Jugadores: 1-2 Formato: Descarga Textos: Español Voces: Inglés Online: hasta 2 jugadores COMUNIDAD 9 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Killer Instinct Season 2 para Xbox One 4 votos Insuficientes votos para figurar en los rankings.;Double Helix;Microsoft Studios;Lucha 2D / Lucha;23/9/2014;2014;https://vandal.elespanol.com/juegos/xbone/killer-instinct-season-2/32172#p-79
575;DiRT Rally;XBOne;8,69;DiRT Rally Género/s: Rally / Realidad Virtual Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.8 86 Según 33 críticas Fecha de lanzamiento: 7/12/2015 Desarrollo: Codemasters Producción: Codemasters Distribución: Steam Precio: 44,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: Marcadores Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.75 Seguir - 10 9 8 7 6 5 4 3 2 1 0 DiRT Rally para Ordenador 14 votos #67 en el ranking de Ordenador . #84 en el ranking global .;Codemasters;Codemasters;Rally / Realidad Virtual;7/12/2015;2015;https://vandal.elespanol.com/juegos/pc/dirt-rally/30634#p-79
576;Pro Evolution Soccer 2017;XBOne;8,69;Pro Evolution Soccer 2017 Género/s: Deportes / Fútbol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.7 85 Según 62 críticas Fecha de lanzamiento: 15/9/2016 Desarrollo: Konami Producción: Konami Distribución: Konami Precio: 54,95  Jugadores: 1-4 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC Trofeos Estadísticas PSN COMUNIDAD 8.37 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Pro Evolution Soccer 2017 para PlayStation 4 57 votos #62 en el ranking de PlayStation 4 . #103 en el ranking global .;Konami;Konami;Deportes / Fútbol;15/9/2016;2016;https://vandal.elespanol.com/juegos/ps4/pro-evolution-soccer-2017/39301#p-79
577;Moonlighter;XBOne;8,69;Moonlighter Género/s: Action-RPG / Dungeon Crawler / Roguelike Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 81 Según 28 críticas Fecha de lanzamiento: 29/5/2018 Desarrollo: Digital Sun Games Producción: 11 bit studios Distribución: PlayStation Network Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: - Requisitos PC COMUNIDAD 7.5 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Moonlighter para PlayStation 4 3 votos Insuficientes votos para figurar en los rankings.;Digital Sun Games;11 bit studios;Action-RPG / Dungeon Crawler / Roguelike;29/5/2018;2018;https://vandal.elespanol.com/juegos/ps4/moonlighter/39602#p-79
578;Wolfenstein II: The New Colossus;XBOne;8,69;Wolfenstein II: The New Colossus Género/s: Shooter en primera persona Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 87 Según 69 críticas Fecha de lanzamiento: 27/10/2017 Desarrollo: MachineGames Producción: Bethesda Softworks Distribución: Koch Media Precio: 69,95  Jugadores: 1 Formato: Blu-ray Textos: Español Voces: Español Online: No Requisitos PC COMUNIDAD 8.46 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Wolfenstein II: The New Colossus para PlayStation 4 52 votos #59 en el ranking de PlayStation 4 . #100 en el ranking global .;MachineGames;Bethesda Softworks;Shooter en primera persona;27/10/2017;2017;https://vandal.elespanol.com/juegos/ps4/wolfenstein-ii-the-new-colossus/49083#p-79
579;Mega Man X Legacy Collection;XBOne;8,69;Mega Man X Legacy Collection Género/s: Plataformas 2D / Run and gun Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.8 89 Según 6 críticas Fecha de lanzamiento: 24/7/2018 Desarrollo: Capcom Producción: Capcom Distribución: PlayStation Store Precio: 19,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: Marcadores Requisitos PC COMUNIDAD 7.37 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Mega Man X Legacy Collection para PlayStation 4 7 votos Insuficientes votos para figurar en los rankings.;Capcom;Capcom;Plataformas 2D / Run and gun;24/7/2018;2018;https://vandal.elespanol.com/juegos/ps4/mega-man-x-legacy-collection/55231#p-79
580;Yooka-Laylee and the Impossible Lair;XBOne;8,69;Yooka-Laylee and the Impossible Lair Género/s: Plataformas 3D / Plataformas Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 9 84 Según 14 críticas Fecha de lanzamiento: 8/10/2019 Desarrollo: Playtonic Games Producción: Team17 Distribución: Xbox Store Precio: 29,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: - Requisitos PC Logros Estadísticas XBOX LIVE COMUNIDAD 8.18 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Yooka-Laylee and the Impossible Lair para Xbox One 2 votos Insuficientes votos para figurar en los rankings.;Playtonic Games;Team17;Plataformas 3D / Plataformas;8/10/2019;2019;https://vandal.elespanol.com/juegos/xbone/yookalaylee-and-the-impossible-lair/74219#p-79
581;Tony Hawk's Pro Skater 1 + 2;XBOne;8,69;Tony Hawk's Pro Skater 1 + 2 Género/s: Deportes / Skateboard Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.6 89 Según 74 críticas Fecha de lanzamiento: 4/9/2020 Desarrollo: Activision Producción: Activision Distribución: Activision Precio: 44,99  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: Inglés Online: Sí Requisitos PC COMUNIDAD 8.46 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Tony Hawk's Pro Skater 1 + 2 para PlayStation 4 5 votos Insuficientes votos para figurar en los rankings.;Activision;Activision;Deportes / Skateboard;4/9/2020;2020;https://vandal.elespanol.com/juegos/ps4/tony-hawks-pro-skater-1-2/85230#p-79
582;Welcome to Elk;XBOne;8,69;Welcome to Elk Género/s: Aventura narrativa Plataformas: Ficha técnica de la versión Xbox One Más información ANÁLISIS 9 84 Según 5 críticas Fecha de lanzamiento: 17/9/2020 Desarrollo: Triple Topping Producción: Triple Topping Distribución: Microsoft Store Precio: 14,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC COMUNIDAD - Seguir - 10 9 8 7 6 5 4 3 2 1 0 Welcome to Elk para Xbox One Sin votos Insuficientes votos para figurar en los rankings.;Triple Topping;Triple Topping;Aventura narrativa;17/9/2020;2020;https://vandal.elespanol.com/juegos/xbone/welcome-to-elk/89838#p-79
583;NBA 2K19;Switch;8,69;NBA 2K19 Género/s: Baloncesto / Deportes Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9.2 82 Según 49 críticas Fecha de lanzamiento: 11/9/2018 Desarrollo: Visual Concepts Producción: 2K Sports Distribución: Take-Two Precio: 69,99  Jugadores: 1-4 Formato: Blu-ray Textos: Español Voces: Español Online: Sí Requisitos PC COMUNIDAD 5.14 Seguir - 10 9 8 7 6 5 4 3 2 1 0 NBA 2K19 para PlayStation 4 19 votos #160 en el ranking de PlayStation 4 . #204 en el ranking global .;Visual Concepts;2K Sports;Baloncesto / Deportes;11/9/2018;2018;https://vandal.elespanol.com/juegos/ps4/nba-2k19/61715#p-83
584;Marvel vs. Capcom Fighting Collection: Arcade Classics;Switch;8,69;Marvel vs. Capcom Fighting Collection: Arcade Classics Género/s: Compilacion / Lucha 2D Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.7 87 Según 37 críticas Fecha de lanzamiento: 11/9/2024 Desarrollo: Capcom Producción: Capcom Distribución: PlayStation Store Precio: 49.99  Jugadores: 1-2 Formato: Descarga Textos: Español Voces: Español Online: Sí Requisitos PC COMUNIDAD 10 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Marvel vs. Capcom Fighting Collection: Arcade Classics para PlayStation 4 2 votos Insuficientes votos para figurar en los rankings.;Capcom;Capcom;Compilacion / Lucha 2D;11/9/2024;2024;https://vandal.elespanol.com/juegos/ps4/marvel-vs-capcom-fighting-collection-arcade-classics/172469#p-83
585;Absolum;Switch;8,69;Absolum Género/s: Aventura de acción / Hack and Slash Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.5 87 Según 52 críticas Fecha de lanzamiento: 25/3/2026 Desarrollo: Dotemu Producción: Dotemu Distribución: Steam Precio: 24.99 € Jugadores: 1-2 Formato: Descarga Textos: Español Voces: Inglés Online: Hasta 2 jugadores Requisitos PC Logros Estadísticas Steam COMUNIDAD - Seguir - 10 9 8 7 6 5 4 3 2 1 0 Absolum para Ordenador Sin votos Insuficientes votos para figurar en los rankings.;Dotemu;Dotemu;Aventura de acción / Hack and Slash;25/3/2026;2026;https://vandal.elespanol.com/juegos/pc/absolum/196401#p-83
586;Gabriel Knight 3;PC;8,68;Gabriel Knight 3 Género/s: Aventura Gráfica / Point & Click Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.2 Fecha de lanzamiento: Año 2000 Desarrollo: Sierra On Line Producción: Sierra Studios Distribución: Havas Precio: N/D Jugadores: 1 Formato: ND Estadísticas Steam COMUNIDAD 8.17 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Gabriel Knight 3 para Ordenador 26 votos #70 en el ranking de Ordenador . #87 en el ranking global .;Sierra On Line;Sierra Studios;Aventura Gráfica / Point & Click;Año 2000;2000;https://vandal.elespanol.com/juegos/pc/gabriel-knight-3/558#p-13
587;Europa Universalis 2;PC;8,68;Europa Universalis 2 Género/s: Estrategia por turnos / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9.5 Fecha de lanzamiento: 8/7/2002 Desarrollo: Paradox Interactive Producción: Paradox Interactive Distribución: Ubisoft Precio: 39.95  Jugadores: 1-Multi Formato: 1 CD Textos: Español Voces: Español Online: Multijugador COMUNIDAD 7.87 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Europa Universalis 2 para Ordenador 30 votos #70 en el ranking de Ordenador . #87 en el ranking global .;Paradox Interactive;Paradox Interactive;Estrategia por turnos / Estrategia;8/7/2002;2002;https://vandal.elespanol.com/juegos/pc/europa-universalis-2/1514#p-13
588;Total War: Warhammer;PC;8,68;Total War: Warhammer Género/s: Estrategia en tiempo real / Estrategia por turnos Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.7 86 Según 77 críticas Fecha de lanzamiento: 24/5/2016 Desarrollo: Creative Assembly Producción: Sega Distribución: Koch Media Precio: 59,95  Jugadores: 1 Formato: DVD Textos: Español Voces: Español / Inglés Online: Sí Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.75 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Total War: Warhammer para Ordenador 22 votos #70 en el ranking de Ordenador . #87 en el ranking global .;Creative Assembly;Sega;Estrategia en tiempo real / Estrategia por turnos;24/5/2016;2016;https://vandal.elespanol.com/juegos/pc/total-war-warhammer/28452#p-13
589;Danganronpa 2: Goodbye Despair;PC;8,68;Danganronpa 2: Goodbye Despair Género/s: Aventura / Novela visual Plataformas: Ficha técnica de la versión PSVITA Más información ANÁLISIS 8.6 81 Según 50 críticas Fecha de lanzamiento: 5/9/2014 Desarrollo: Spike Chunsoft Producción: NIS America Distribución: Bandai Namco Precio: 41,99  Jugadores: 1 Formato: Tarjeta Textos: Inglés Voces: Inglés Online: No Requisitos PC Trucos PSVITA Trofeos Estadísticas PSN COMUNIDAD 8.38 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Danganronpa 2: Goodbye Despair para PSVITA 8 votos Insuficientes votos para figurar en los rankings.;Spike Chunsoft;NIS America;Aventura / Novela visual;5/9/2014;2014;https://vandal.elespanol.com/juegos/psvita/danganronpa-2-goodbye-despair/23455#p-13
590;Ghost 1.0;PC;8,68;Ghost 1.0 Género/s: Metroidvania / Plataformas 2D Plataformas: Cancelado en PSVITA WiiU Ficha técnica de la versión PC Más información ANÁLISIS 9 80 Según 7 críticas Fecha de lanzamiento : 7/6/2016 Desarrollo: @unepic_fran Producción: @unepic_fran Distribución: Steam Precio: 12,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Español Online: No Requisitos PC Logros Estadísticas Steam COMUNIDAD 9.04 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Ghost 1.0 para Ordenador 10 votos #70 en el ranking de Ordenador . #87 en el ranking global .;@unepic_fran;@unepic_fran;Metroidvania / Plataformas 2D;7/6/2016;2016;https://vandal.elespanol.com/juegos/pc/ghost-10/38742#p-13
591;Deltarune;PC;8,68;Deltarune Género/s: Aventura de exploración y puzles / RPG Occidental Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.7 Fecha de lanzamiento: 4/6/2025 Desarrollo: Toby Fox Producción: Toby Fox Distribución: Web Precio: Gratis Jugadores: 1 Formato: Gratis Textos: Inglés Voces: - Online: - Requisitos PC Estadísticas Steam COMUNIDAD 8.66 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Deltarune para Ordenador 9 votos Insuficientes votos para figurar en los rankings.;Toby Fox;Toby Fox;Aventura de exploración y puzles / RPG Occidental;4/6/2025;2025;https://vandal.elespanol.com/juegos/pc/deltarune/67123#p-13
592;Inscryption;PC;8,68;Inscryption Género/s: Cartas coleccionables (Card Battle) / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 8.8 85 Según 47 críticas Fecha de lanzamiento: 10/4/2023 Desarrollo: Daniel Mullins Games Producción: Devolver Digital Distribución: Steam Precio: 19.99  Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: No Requisitos PC Logros Estadísticas Steam COMUNIDAD 8.74 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Inscryption para Ordenador 8 votos Insuficientes votos para figurar en los rankings.;Daniel Mullins Games;Devolver Digital;Cartas coleccionables (Card Battle) / Estrategia;10/4/2023;2023;https://vandal.elespanol.com/juegos/pc/inscryption/88941#p-13
593;Day of the Tentacle Remastered;PS4;8,68;Day of the Tentacle Remastered Género/s: Aventura Gráfica / Point & Click Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 84 Según 18 críticas Fecha de lanzamiento: 22/3/2016 Desarrollo: Double Fine Productions Producción: Double Fine Productions Distribución: PlayStation Store Precio: 14,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: No Requisitos PC Trucos PS4 Trofeos Estadísticas PSN COMUNIDAD 8.64 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Day of the Tentacle Remastered para PlayStation 4 34 votos #47 en el ranking de PlayStation 4 . #87 en el ranking global .;Double Fine Productions;Double Fine Productions;Aventura Gráfica / Point & Click;22/3/2016;2016;https://vandal.elespanol.com/juegos/ps4/day-of-the-tentacle-remastered/27372#p-73
594;Divinity: Original Sin Enhanced Edition;PS4;8,68;Divinity: Original Sin Enhanced Edition Género/s: RPG Occidental / Rol Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 9 88 Según 39 críticas Fecha de lanzamiento: 27/10/2015 Desarrollo: Larian Studios Producción: Larian Studios Distribución: BadLand Games Precio: 49,95  Jugadores: 1-2 Formato: Blu-ray Textos: Español Voces: Inglés Online: Sí Trofeos Estadísticas PSN COMUNIDAD 8.25 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Divinity: Original Sin Enhanced Edition para PlayStation 4 13 votos #47 en el ranking de PlayStation 4 . #87 en el ranking global .;Larian Studios;Larian Studios;RPG Occidental / Rol;27/10/2015;2015;https://vandal.elespanol.com/juegos/ps4/divinity-original-sin-enhanced-edition/30966#p-73
595;Psychonauts 2;PS4;8,68;Psychonauts 2 Género/s: Plataformas 3D / Plataformas Plataformas: Ficha técnica de la versión PS4 Más información ANÁLISIS 8.5 87 Según 7 críticas Fecha de lanzamiento: 25/8/2021 Desarrollo: Double Fine Productions Producción: Xbox Game Studios Distribución: PlayStation Network Precio: 59,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: Inglés Online: - Requisitos PC COMUNIDAD 8.87 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Psychonauts 2 para PlayStation 4 11 votos #47 en el ranking de PlayStation 4 . #87 en el ranking global .;Double Fine Productions;Xbox Game Studios;Plataformas 3D / Plataformas;25/8/2021;2021;https://vandal.elespanol.com/juegos/ps4/psychonauts-2/34856#p-73
596;Final Fantasy VII;Switch;8,68;Final Fantasy VII Género/s: JRPG / Rol Plataformas: Ficha técnica de la versión PS One Más información Fecha de lanzamiento : Año 1997 Desarrollo: Squaresoft Producción: Squaresoft Distribución: Sony Requisitos PC Trucos PS One COMUNIDAD 9.2 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Final Fantasy VII para PS One 1270 votos Se añadirá al ranking en la próxima actualización diaria.;Squaresoft;Squaresoft;JRPG / Rol;Año 1997;1997;https://vandal.elespanol.com/juegos/psx/final-fantasy-vii/1436#p-83
597;Call of Duty 2;PC;8,67;Call of Duty 2 Género/s: Shooter en primera persona Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 86 Según 64 críticas Fecha de lanzamiento: 4/11/2005 Desarrollo: Infinity Ward Producción: Activision Distribución: Activision Precio: 49.95  Jugadores: 1 - 32 Formato: 1 DVD Textos: Español Voces: Español Online: Juego Online Requisitos PC Trucos PC Estadísticas Steam COMUNIDAD 8.42 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Call of Duty 2 para Ordenador 78 votos #71 en el ranking de Ordenador . #88 en el ranking global .;Infinity Ward;Activision;Shooter en primera persona;4/11/2005;2005;https://vandal.elespanol.com/juegos/pc/call-of-duty-2/4627#p-13
598;Retro City Rampage;PC;8,67;Retro City Rampage Género/s: Mundo abierto / Tipo GTA Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 71 Según 25 críticas Fecha de lanzamiento: 9/10/2012 Desarrollo: Vblank Entertainment Producción: Vblank Entertainment Distribución: Steam Precio: 13,99  Jugadores: 1 Formato: Descarga Textos: Español Voces: - Online: No Requisitos PC Logros Estadísticas Steam COMUNIDAD 9.93 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Retro City Rampage para Ordenador 6 votos Insuficientes votos para figurar en los rankings.;Vblank Entertainment;Vblank Entertainment;Mundo abierto / Tipo GTA;9/10/2012;2012;https://vandal.elespanol.com/juegos/pc/retro-city-rampage/15599#p-13
599;The Walking Dead: Episode 2;PC;8,67;The Walking Dead: Episode 2 Género/s: Aventura narrativa / Xbox Live Arcade Plataformas: Ficha técnica de la versión Xbox 360 Más información ANÁLISIS 9 84 Según 26 críticas Fecha de lanzamiento: Junio 2012 Desarrollo: Telltale Games Producción: Telltale Games Distribución: Microsoft Store Precio: 400 Microsoft Points Jugadores: 1 Formato: Descarga Textos: Inglés Voces: Inglés Online: No Requisitos PC COMUNIDAD 8.45 Seguir - 10 9 8 7 6 5 4 3 2 1 0 The Walking Dead: Episode 2 para Xbox 360 8 votos Insuficientes votos para figurar en los rankings.;Telltale Games;Telltale Games;Aventura narrativa / Xbox Live Arcade;Junio 2012;2012;https://vandal.elespanol.com/juegos/x360/the-walking-dead-episode-2/16231#p-13
600;Company of Heroes 2: Ardennes Assault;PC;8,67;Company of Heroes 2: Ardennes Assault Género/s: Estrategia en tiempo real / Estrategia Plataformas: Ficha técnica de la versión PC Más información ANÁLISIS 9 81 Según 38 críticas Fecha de lanzamiento: 18/11/2014 Desarrollo: Relic Entertainment Producción: Sega Distribución: Koch Media Precio: 39,99  Jugadores: 1 Formato: DVD Textos: Español Voces: Español Online: Sí Requisitos PC Estadísticas Steam COMUNIDAD 8.91 Seguir - 10 9 8 7 6 5 4 3 2 1 0 Company of Heroes 2: Ardennes Assault para Ordenador 5 votos Insuficientes votos para figurar en los rankings.;Relic Entertainment;Sega;Estrategia en tiempo real / Estrategia;18/11/2014;2014;https://vandal.elespanol.com/juegos/pc/company-of-heroes-2-ardennes-assault/25755#p-13
